t dt y dy
57476.14213	0.005441192	0.3453199	0.03979829
57476.67499	0.005194537	0.3601332	0.02385594
57477.08068	0.002539225	0.486753	0.04639067
57477.14728	0.002466678	0.3169614	0.03766292
57477.74284	0.004265914	0.4406054	0.03182407
57481.72058	0.005644329	0.8425945	0.0402446
57482.26133	0.004527072	1.419666	0.08616883
57482.64839	0.005615312	1.024132	0.04636051
57483.05039	0.005697662	0.5909034	0.04031041
57483.64777	0.006065116	1.346022	0.08252555
57484.05252	0.005629838	0.3749323	0.02198603
57484.64188	0.005702384	0.3640726	0.02286292
57485.05415	0.005194525	0.672348	0.0431234
57485.92134	0.004904329	1.400519	0.0809566
57486.31576	0.004802755	0.5684657	0.03672128
57486.64904	0.005702361	0.872734	0.04679029
57487.11959	0.002510208	0.3495354	0.03506009
57487.38426	0.002858438	0.3105303	0.02697568
57487.58366	0.00165412	0.4098653	0.04266301
57487.78287	0.002858438	1.057891	0.07484511
57488.04518	0.002611771	2.100447	0.1112119
57488.11215	0.002916481	1.596672	0.09932799
57488.63845	0.005005891	1.813219	0.1006141
57489.09568	0.001305891	0.4464543	0.06290883
57489.76674	0.006674525	1.432745	0.05541283
57490.50023	0.003090602	0.5894588	0.04694552
57491.02277	0.005528275	0.5115658	0.03147324
57492.01894	0.005760405	1.337571	0.0689488
57492.55102	0.005092951	0.309465	0.02964262
57493.08485	0.005760405	0.6698528	0.0355344
57493.61455	0.006021586	1.451599	0.09226719
57495.14627	0.005499225	2.161127	0.09601605
57495.54204	0.005629815	1.405099	0.05306237
57496.53916	0.005745891	1.423313	0.09424691
57497.00798	0.005751852	1.801108	0.08597592
57497.53633	0.006616481	1.57467	0.06613611
57498.00717	0.004939294	1.491728	0.07554811
57498.53322	0.006050602	0.8941982	0.05214776
57499.40068	0.005412199	0.3551643	0.02487829
57499.80011	0.006442373	1.458037	0.08042218
57500.33444	0.005687882	0.6017962	0.03368487
57500.66503	0.005571782	1.308608	0.07075374
57501.46624	0.005092951	1.944353	0.08266153
57501.92836	0.005542755	2.044717	0.08408723
57502.33036	0.004744722	2.295178	0.09426518
57502.79858	0.006065116	2.16946	0.09711312
57503.25364	0.005702361	2.498313	0.09973475
57503.79564	0.005470208	3.020992	0.153119
