t dt y dy
57476.1412955639	0.0010808814	26.986332	0.69659263
57476.6740614488	0.0010345914	26.959009	0.70282876
57477.0802020212	0.0004905435	25.835527	0.83422947
57477.7420071889	0.0008320659	26.71681	0.73364055
57481.719460712	0.0011039944	26.402517	0.6813181
57482.2603510996	0.0008609892	24.441566	0.68079233
57482.6472391915	0.0010866915	24.360832	0.64075112
57483.0490778901	0.0010692612	23.199314	0.61957312
57483.6466970361	0.001225561	23.013233	0.59698915
57484.0513192819	0.0010809454	22.992956	0.61205751
57484.6410228417	0.0011850811	21.744352	0.57501507
57485.053210282	0.0010345916	23.821392	0.63743424
57485.920393765	0.0009593148	25.30711	0.68111527
57486.3153547741	0.0009420121	26.600651	0.71017057
57486.6480357449	0.0011445378	26.052738	0.66860664
57487.1190057512	0.0004556189	26.578531	0.8738395
57487.5833298857	0.0003054485	27.685434	1.0315087
57488.0446697064	0.0005021002	29.081699	0.90247345
57488.6377288049	0.001046148	28.305674	0.72972196
57489.7654316648	0.00131233	28.063702	0.6919139
57490.4996027959	0.000589061	28.496878	0.84796524
57491.0216659386	0.0010750713	25.694218	0.67033702
57492.01777	0.001121169	27.936111	0.71120763
57492.54999	0.000988302	25.396891	0.67649883
57493.08371	0.001127171	24.762442	0.6443184
57493.61345	0.001202448	25.233389	0.64476418
57495.14518	0.001075135	25.97468	0.6770876
57495.54117	0.001161585	24.93243	0.64307553
57496.53827	0.001185081	25.042095	0.64328408
57497.00694	0.001219814	24.767525	0.63271105
57497.53502	0.001295027	23.633862	0.6017257
57498.00566	0.001080881	24.074327	0.63629931
57498.5321	0.00120813	24.76428	0.63502854
57499.39971	0.001080881	25.63784	0.66754782
57499.7986	0.00120813	26.480074	0.66913676
57500.33332	0.001115359	25.302299	0.65695769
57500.66392	0.001086627	22.55545	0.60361266
57501.4655	0.001063515	24.378675	0.64586371
57501.92731	0.001098248	23.614346	0.624542
57502.32974	0.000999858	25.309196	0.67376184
57502.79732	0.001173396	26.720268	0.67800903
57503.25287	0.001202384	26.154173	0.66374135
57503.79456	0.001069325	26.600229	0.6902082
